class_gt,class_pred,smiles
3.1.1,3.1.5,CC(=O)[O-].CC(=O)[O-].CN(C)C=O.O.O=C([O-])[O-].O=Cc1cccc(Br)c1.O=[N+]([O-])c1ccc(B(O)O)cc1.[Na+].[Na+].[Pd+2]>>O=Cc1cccc(-c2ccc([N+](=O)[O-])cc2)c1
1.7.6,2.6.3,CC(C)=O.COS(=O)(=O)O.O=C(O)c1nc(Br)c2cc(Sc3ccccc3)ccc2c1O.O=C([O-])[O-].[K+].[K+]>>COC(=O)c1nc(Br)c2cc(Sc3ccccc3)ccc2c1O
10.4.2,1.2.4,C=O.CS(=N)(=O)c1ccc([N+](=O)[O-])cc1.O=CO>>CN=S(C)(=O)c1ccc([N+](=O)[O-])cc1
10.1.2,1.6.4,COc1cc(C=O)ccc1-n1ccnc1.ClC(Cl)Cl>>COc1cc(C=O)ccc1-n1cncc1Cl
1.2.4,10.4.2,CCOC(C)NC(C)=O.COS(=O)(=O)OC.N.[Na+].[OH-]>>CCOC(C)N(C)C(C)=O
10.4.2,1.2.4,CI.CN(C)C=O.O=C(NCC1CCC(C(=O)NCC(=O)c2cccc(C(F)(F)F)c2)CC1)OCc1ccccc1.[H-].[Na+]>>CC(NC(=O)C1CCC(CNC(=O)OCc2ccccc2)CC1)C(=O)c1cccc(C(F)(F)F)c1
6.1.5,1.3.7,CC12CN(Cc3ccccc3)CC(C)(CN(Cc3ccccc3)C1)C2O.CCO>>CC12CNCC(C)(CN(Cc3ccccc3)C1)C2O
10.4.2,1.8.5,CCN(CC)CC.CI.ClCCl.Oc1ccc2nc(S)sc2c1>>CSc1nc2ccc(O)cc2s1
1.7.6,1.7.7,CO.Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(C(=O)O)O2.Cc1ccc(S(=O)(=O)O)cc1.O.O>>COC(=O)[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1
10.1.2,10.4.2,CON(C)C(=O)c1ccc(OCc2ccc3ccccc3n2)c(Cl)c1.O=C(Cc1ccncc1)c1ccc(OCc2ccc3ccccc3n2)cc1>>O=C(Cc1ccncc1)c1ccc(OCc2ccc3ccccc3n2)c(Cl)c1
2.6.1,1.7.6,CC(C)(CCCl)Sc1ccc(C(=O)Cl)cc1[N+](=O)[O-].CCN(CC)CC.CO>>COC(=O)c1ccc(SC(C)(C)CCCl)c([N+](=O)[O-])c1
2.1.7,1.3.7,CC1SC(c2ccc(N3CC(CN)OC3=O)cc2F)=NNC1=O.O=C([O-])C(F)(F)F>>CC(=O)NC[C@H]1CN(c2ccc(C3=NNC(=O)[C@@H](C)S3)c(F)c2)C(=O)O1
10.4.2,10.1.2,CS(=O)(=O)Nc1cccc(OCC#N)c1.Cc1c(N)cccc1OCC#N.N#CCOc1cccc(N)c1>>Cc1c(NS(C)(=O)=O)cccc1OCC#N
1.2.4,10.4.2,COCCOCCN(CCOCCOC)CCOCCOC.COS(=O)(=O)OC.COc1ccc2c(c1)Sc1cc(OC)ccc1N2.Cc1ccccc1.Cl.O=C([O-])[O-].[K+].[K+]>>COc1ccc2c(c1)Sc1cc(OC)ccc1N2C
1.6.8,1.2.4,CCS(=O)(=O)Nc1cncc(-c2cc3ccccc3n2C)c1.CI.CN(C)C=O.[H-].[Na+]>>CCS(=O)(=O)N(C)c1cncc(-c2cc3ccccc3n2C)c1
1.2.4,1.6.8,CCI.CCOC(=O)COc1c(C)cc(NCc2oc(-c3ccc(C(F)(F)F)cc3)nc2C)cc1C.CI>>CCOC(=O)COc1c(C)cc(N(C)Cc2oc(-c3ccc(C(F)(F)F)cc3)nc2C)cc1C
1.7.6,6.2.2,O=C(O)c1ccc(O)nc1.c1ccccc1>>COC(=O)c1ccc(O)nc1
10.4.2,1.3.7,COc1ccc(N)cn1.Nc1ccc(Cl)nc1>>CNc1ccc(OC)nc1
1.7.6,6.2.2,CO.O=C(O)C1Cc2ccccc2C1>>COC(=O)C1Cc2ccccc2C1
1.2.4,1.7.4,CC(C)OC(C)C.CN(C)C=O.COC(=O)c1ccc(CNc2nc(-c3ccc(OCc4ccc(C5CCCCC5)cc4)cc3)cs2)cc1.COS(=O)(=O)OC.O.[H-].[Na+]>>COC(=O)c1ccc(CN(C)c2nc(-c3ccc(OCc4ccc(C5CCCCC5)cc4)cc3)cs2)cc1
1.7.6,2.1.2,CCN=C=NCCCN(C)C.CN(C)C=O.CN(c1cccc2cc(C3=NCC(C(=O)O)S3)[nH]c12)S(=O)(=O)c1cccs1.CO.Cl.O=C(O)CC(O)(CC(=O)O)C(=O)O.On1nnc2ccccc21>>COC(=O)C1CN=C(c2cc3cccc(N(C)S(=O)(=O)c4cccs4)c3[nH]2)S1
10.4.2,8.1.5,CO.ClCCl.N#Cc1cnccn1.[Al+3].[Cl-].[Cl-].[Cl-]>>Cc1nccnc1C#N
7.3.1,6.1.1,CC(C)(C)OC(=O)N1CCC(NS(=O)(=O)c2ccc(F)c3ccccc23)CC1.CCO.CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C#N)c3ccccc23)CC1.CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(F)c3ccccc23)CC1.Cl[Co]Cl.[BH4-].[Na+]>>CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C#N)c3ccccc23)CC1.CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(CN)c3ccccc23)CC1
10.1.2,1.3.7,Cc1ccncc1N.Cl.O=C([O-])[O-].OO.[K+].[K+]>>Cc1ccnc(Cl)c1N
1.2.4,1.3.7,COCC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC.COCC[C@H](NC(=O)OC(C)(C)C)C(=O)O.COC[C@H](NC(=O)OC(C)(C)C)C(=O)O>>COCC[C@@H](C(=O)O)N(C)C(=O)OC(C)(C)C
5.1.1,10.4.2,CC(=O)O.CCOC(=O)CC#N.CCOC(C)=O.CS(C)=O.ClCCl.N#CCc1cc(N)c([N+](=O)[O-])cc1I.Nc1cc(Cl)ccc1[N+](=O)[O-].O.O=C(Cl)OC(Cl)(Cl)Cl.[Cl-].[Li+].[N-]=C=O>>CC(C)(C)OC(=O)Nc1cc(CC#N)c(I)cc1[N+](=O)[O-]
10.1.2,1.6.4,CN(C)C=O.COCCCCC(C)=O.Cl[Cu]Cl.O.[Cl-].[Li+]>>COCCCC(Cl)C(C)=O
1.2.5,10.4.2,Cl.Nc1ccc(F)cc1.O=C(c1ccc(F)cc1)C1CCNC1>>Fc1ccc(NC(c2ccc(F)cc2)C2CCNC2)cc1
10.4.2,1.7.4,CC(=O)OC1Cc2cc(-c3nnn(-c4cccnc4F)c3C)ccc2C1=O.CI.CN(C)C=O.[H-].[Na+]>>CC(=O)OC1(C)Cc2cc(-c3nnn(-c4cccnc4F)c3C)ccc2C1=O
1.7.4,6.2.3,CC(C)(O)c1ccc2c(c1)[nH]c1c(C(N)=O)ccc(Br)c12.CO.ClCCl.O=C(O)C(F)(F)F>>COC(C)(C)c1ccc2c(c1)[nH]c1c(C(N)=O)ccc(Br)c12
10.4.2,1.6.4,CCN(CC)CCCCl.CN(C)C=O.Cc1n[nH]c2nc(-c3ccncc3)nc(N)c12.Cl>>Cc1nn(C)c2nc(-c3ccncc3)nc(N)c12
1.2.4,10.1.2,CC[C@@H]1C(=O)N(C)c2cc(F)ccc2N1C(=O)c1cccc(OC)c1.CC[C@@H]1C(=O)Nc2ccc(F)cc2N1C(=O)c1ccc(OC)cc1>>CC[C@@H]1C(=O)N(C)c2ccc(F)cc2N1C(=O)c1ccc(OC)cc1
10.4.2,2.1.2,Cc1ccc(C(=O)NCC(N)=O)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O.NCC(N)=O>>Cc1ccc(C(=O)N[C@@H](C)C(N)=O)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O
10.4.2,1.7.7,CCOC(C)(OCC)OCC.Cc1ccc(S(=O)(=O)O)cc1.Nc1c(F)c(F)c2c([nH]c(=O)n2-c2ccc(Br)cc2F)c1O.O=c1[nH]c2c3ocnc3c(F)c(F)c2n1-c1ccc(Br)cc1F>>Cc1nc2c(F)c(F)c3c([nH]c(=O)n3-c3ccc(Br)cc3F)c2o1
2.6.3,1.7.7,C/C=C/C(=O)O.CC(C)O.Cc1ccc(S(=O)(=O)O)cc1.O=S(=O)(O)O.c1ccccc1>>C/C=C/C(=O)OC(C)C
10.4.2,6.2.2,CCOC(=O)CCCCCOc1cc(-c2ccc(N)cc2)cc(-c2ccccc2)n1.CNc1ccc(-c2cc(OCCCCC(C)(C)C(=O)OC)nc(-c3ccccc3)c2)cc1.COC(=O)C(C)(C)CCCCOc1cc(-c2ccc(N)cc2)cc(-c2ccccc2)n1>>CCOC(=O)CCCCCOc1cc(-c2ccc(NC)cc2)cc(-c2ccccc2)n1
1.2.5,1.2.1,C1CCOC1.CC(=O)O.CO.C[C@]12CC[C@@H]3c4ccccc4CC[C@H]3[C@@H]1CCC2=O.NCc1ccccc1>>C[C@]12CC[C@@H]3c4ccccc4CC[C@H]3[C@@H]1CC[C@@H]2NCc1ccccc1
1.3.8,1.3.6,Cc1ccccc1.O=[N+]([O-])c1ccc(F)nc1F.c1ccc2c(c1)CCNC2>>O=[N+]([O-])c1ccc(F)nc1N1CCc2ccccc2C1
1.7.6,9.3.1,CN(C)C=O.COC(=O)c1ccc(N)c(C)c1.COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)Nc3ccc(C(=O)O)cc3C)cc21.Cc1ccccc1.O=S(Cl)Cl>>COC(=O)c1ccc(NC(=O)c2ccc3c(c2)N(S(=O)(=O)c2cc(Cl)ccc2OC)CCO3)c(C)c1
1.7.6,6.2.2,CC(C)=O.CO.O.O=C(O)c1cc(I)cc(C(=O)O)c1.[Na+].[OH-]>>COC(=O)c1cc(I)cc(C(=O)O)c1
1.2.5,10.4.2,C1CCOC1.CC(=O)O.CCN(CC)CC.COC(=O)c1ccc(N)cc1.COc1ccc2oc(C(=O)c3ccccc3)c(C)c2c1.ClCCl.O=C([O-])O.[BH3-]C#N.[Cl-].[Cl-].[Cl-].[Cl-].[Na+].[Na+].[Ti+4]>>COC(=O)c1ccc(NC(c2ccccc2)c2oc3ccc(OC)cc3c2C)cc1
10.1.1,10.1.5,Cc1ccc(C(=O)C(C)(C)C)cc1.ClC(Cl)(Cl)Cl.NC(=O)CCC(=O)NBr.O=C(OOC(=O)c1ccccc1)c1ccccc1>>CC(C)(C)C(=O)c1ccc(CBr)cc1
5.1.1,6.1.1,C(=NC1CCCCC1)=NC1CCCCC1.CC(C)C(Br)C(=O)O.CC(C)NC(C)C.CCOC(=O)C(Cc1ccc(-c2ccccc2)s1)NC(=O)C1(N)CCCC1.Cl.ClCCl>>CCOC(=O)C(Cc1ccc(-c2ccccc2)s1)NC(=O)C1(NC(=O)OC(C)(C)C)CCCC1
1.2.4,1.6.8,C=CCOCC1(c2ccccc2)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O.CI.CN(C)C=O.O=C([O-])[O-].[K+].[K+]>>C=CCOCC1(c2ccccc2)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1C
10.1.1,1.2.1,Fc1ccc2cnccc2c1.O=Cc1ccc(F)c(Br)c1>>Fc1cc2ccncc2cc1Br
1.7.4,6.3.7,CC#N.COC(=O)c1cncc(O)c1.C[N+](C)(C)c1ccccc1.O=C([O-])[O-].[Cl-].[Cs+].[Cs+]>>COC(=O)c1cncc(OC)c1
10.1.1,1.6.2,Br.N#CCc1ccc(Cl)cc1.[Br].c1ccccc1>>N#CC(Br)c1ccc(Cl)cc1
7.9.2,9.3.1,CN(C)C=O.Cc1cc(/C=C/C(=O)O)ccc1F.ClCCl.O=C(Cl)C(=O)Cl>>Cc1cc(/C=C/CO)ccc1F
1.2.5,8.1.5,CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].CO.ClCCl.NC1CCN(C(=O)CN2CCCC(c3ccccc3)(c3ccccc3)C2=O)CC1.O=C(c1ccccc1)c1ccccc1.[BH4-].[Na+].[Ti+4]>>O=C(CN1CCCC(c2ccccc2)(c2ccccc2)C1=O)N1CCC(NC(c2ccccc2)c2ccccc2)CC1
10.1.2,9.1.6,CCCC(O)c1cccc(Br)c1.Cc1ccccc1.O=S(Cl)Cl>>CCCC(O)(Cl)c1cccc(Br)c1
10.4.2,6.2.1,CC1(CO)CCCN(CC2COc3ccccc3O2)C1.CCOC(=O)C1(CC)CCCN(CC2COc3ccccc3O2)C1>>CCC1(CO)CCCN(CC2COc3ccccc3O2)C1
10.4.2,1.6.2,Cn1ccc2ccnc(Oc3ccc(N)cc3F)c21.O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2nccc3cc[nH]c23)c(F)c1>>Cn1ccc2ccnc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c21
10.4.2,3.3.1,Cn1ncc2c(C#Cc3cccc(N)c3)cncc21.NC(=O)Oc1ccccc1>>Cc1ccc(N)cc1C#Cc1cncc2c1cnn2C
10.4.2,1.7.7,C1CCOC1.CC(C)OC(=O)/N=N/C(=O)OC(C)C.COC(=O)CN(Cc1cccnc1C(=O)OC(C)C)S(=O)(=O)c1ccccc1.COC(=O)CNS(=O)(=O)c1ccccc1.COC(=O)c1ncc2cccnc2c1O.Cc1ccc(CO)c(C(=O)OC(C)C)n1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>COC(=O)CN(Cc1ccc(C)nc1C(=O)OC(C)C)S(=O)(=O)c1ccccc1
1.3.8,1.3.6,CCOC(=O)C(=CNC1CC1)C(=O)c1cc(F)c(F)c(Br)c1F.CN(C)C=O.O.[F-].[Na+]>>CCOC(=O)c1cn(C2CC2)c2c(Br)c(F)c(F)cc2c1=O
1.6.8,1.2.4,C1CCOC1.CI.Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21.[H-].[Na+]>>CN1C(=O)C(c2coc3cc(CO)ccc23)=C(c2cn(C)c3ccc(F)cc23)C1=O
10.4.2,2.6.1,CC(=O)Cl.CC(=O)OC=O.CC1(C)S[C@@H]2C(NC(c3ccccc3)(c3ccccc3)c3ccccc3)C(=O)N2C1c1nnnn1Cc1ccc(OC=O)cc1.COCCl>>CC(=O)Oc1ccc(Cn2nnnc2C2N3C(=O)C(NC(c4ccccc4)(c4ccccc4)c4ccccc4)[C@H]3SC2(C)C)cc1
10.1.1,10.4.2,CC(=O)c1cc(C(C)(C)C)ccn1.CCc1ccnc(C(=O)CBr)c1>>CC(C)(C)c1ccnc(C(=O)CBr)c1
2.6.1,9.3.1,CC(O)CC(C)(C)OOC(C)(C)C.O=C(Cl)C(=O)Cl>>CC(CC(C)(C)OOC(C)(C)C)OC(=O)C(=O)Cl
10.4.2,6.1.1,CCOC(=O)c1cc(COc2ccccc2)n[nH]1.C[C@H](CO)NC(=O)OC(C)(C)C.O=C1NCCn2nc(COc3ccccc3)cc21>>C[C@H]1Cn2nc(COc3ccccc3)cc2C(=O)N1
10.1.1,10.1.5,CC(C)(C#N)N=NC(C)(C)C#N.Cc1cc(Cl)ccc1C#N.ClC(Cl)(Cl)Cl.NC(=O)CCC(=O)NBr>>N#Cc1ccc(Cl)cc1CBr
10.4.2,1.8.5,CCOC(=O)COc1ccc(S)c2c1CCCC2.CCOC(=O)COc1ccc(Sc2ccc(C=O)cc2Cl)cc1C.O=Cc1ccc(Cl)c(Cl)c1>>CCOC(=O)COc1cc(C)c(Sc2ccc(C=O)cc2Cl)cc1C
10.4.2,1.2.4,CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4csc(CN(C)C)n4)cc23)CC1.CNC.O=C(O)C(F)(F)F>>CCN(C)Cc1nc(-c2cc(C(N)=O)c3[nH]cc(C4CCN(S(=O)(=O)CC)CC4)c3c2)cs1.O=C(O)C(F)(F)F
5.1.1,1.3.6,CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1c(F)cc(Br)cc1F.CCOC(C)=O.CN1CCNCC1.Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd+2]>>CN1CCN(C(=O)OC(C)(C)C)CC1
10.4.2,1.6.8,CC1(C=O)CNc2ccccc21.COc1ccc2[nH]cc(C=O)c2c1>>COc1ccc2c(c1)c(C=O)cn2C
10.2.1,10.4.2,CN1CC2c3ccccc3C3CC2(C1)c1ccccc13.Cl.F.O=[N+]([O-])[O-].[K+]>>CN1CC23CC(c4ccccc4C2C1[N+](=O)[O-])c1ccccc13.Cl
10.1.1,3.3.1,C#Cc1ccccc1.CCCC[N+](CCCC)(CCCC)CCCC.ClC(Cl)(Cl)Br.O.O.O.[F-]>>BrC#Cc1ccccc1
10.4.2,8.1.5,N#CCCCC[Zn+].N#CCCCc1cc(=O)oc2ccc(Cl)cc12.[Br-]>>CC(CCC#N)c1cc(=O)oc2ccc(Cl)cc12
1.3.8,1.3.7,Cc1c(-c2ccnc(F)n2)c(C)n2c1C(=O)NCC2.Nc1ccc(-c2nnn[nH]2)cc1>>Cc1c(-c2ccnc(Nc3ccc(-c4nnn[nH]4)cc3)n2)c(C)n2c1C(=O)NCC2
10.4.2,1.7.9,CO.COc1ccc(O)c(C)c1C.Cc1c(O)ccc(O)c1C.Cc1cc(O)ccc1O>>COc1c(C)cc(O)c(C)c1C
10.4.2,1.2.4,CI.CN(C)C=O.Nc1ncnc2sc(S)nc12.O.[H-].[Na+]>>CSc1nc2c(N)ncnc2s1
1.2.4,1.6.8,C=CCOCC1(c2cccc(C(F)(F)F)c2)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O.CI.CN(C)C=O.O=C([O-])[O-].[K+].[K+]>>C=CCOCC1(c2cccc(C(F)(F)F)c2)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1C
10.4.2,1.8.5,CC(C)=O.CI.O.O=C([O-])[O-].Oc1cccc(S)c1.[K+].[K+]>>CSc1cccc(O)c1
10.1.1,1.3.8,Br[Cu]Br.C1COCCO1.O=C1CCc2ccc(Cl)c(Cl)c21.O=C1c2cccc(F)c2CC1Br>>O=C1c2c(ccc(Cl)c2Cl)CC1Br
10.1.2,1.3.7,Cl.O.O=[N+]([O-])c1cccc2[nH]ncc12.[Na+].[Na+].[O-]Cl.[OH-]>>O=[N+]([O-])c1cccc2[nH]nc(Cl)c12
1.2.4,10.4.2,C1CCOC1.CI.CN(C)C=O.CNc1ccc(O)cc1.O=C([O-])[O-].O=S(=O)(O)O.[K+].[K+]>>CN(C)c1ccc(O)cc1
1.7.6,1.7.7,C(=NC1CCCCC1)=NC1CCCCC1.CC(C)(C)[Si](C)(C)N1C(=O)[C@H](N=[N+]=[N-])[C@H]1C(=O)O.CN(C)c1ccncc1.CO.ClCCl>>COC(=O)[C@@H]1[C@@H](N=[N+]=[N-])C(=O)N1[Si](C)(C)C(C)(C)C
10.1.1,10.1.5,O=C1CCC(=O)N1Br.O=C1CCC2C=CC(O)=CC2N1>>O=C1CCC2C=C(Br)C(O)=CC2N1
1.2.4,10.4.2,C1CCOC1.CC(=O)O.CCOC(C)=O.CNC(=O)[C@@H](NC(=O)c1nc(-c2ccccc2)n2c1CNCCC2)C(C)(C)C.ClCCl>>CNC(=O)[C@@H](NC(=O)c1nc(-c2ccccc2)n2c1CN(C)CCC2)C(C)(C)C
1.2.4,10.4.2,CCOCC.CI.CN(C)C=O.Cl.FC(F)(F)c1cc(CO[C@@H]2CC[C@H]3CC[C@]2(c2ccccc2)N3)cc(C(F)(F)F)c1.O.O=C([O-])[O-].[K+].[K+]>>CN1[C@H]2CC[C@@H](OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@]1(c1ccccc1)CC2.Cl
1.3.6,10.1.1,CC[C@@H]1CCc2sccc2[C@H]1N.CCc1cnc(CC)c(N[C@@H]2c3ccccc3C[C@@H]2O)n1.CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1Br>>CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1N[C@@H]1c2ccsc2CC[C@H]1CC
1.2.4,1.3.8,CN1CCNCC1.O=c1c2c[nH]c3ccc(N4CCNCC4)cc3c-2nn1-c1ccccc1>>CN1CCN(c2ccc3[nH]cc4c(=O)n(-c5ccccc5)nc-4c3c2)CC1
1.6.8,1.7.9,CCOC(C)=O.CS(C)=O.Cc1cc[nH]n1.Ic1ccc(I)cc1.O.O=C([O-])[O-].Oc1cccc2cccnc12.[Cu]I.[K+].[K+]>>Cc1ccn(-c2ccc(I)cc2)n1
10.1.1,10.4.2,CC(C)C1CCC(=O)C(Br)C1.CC1(C)CCCCC1=O>>CC1(C)CCCC(Br)C1=O
10.1.2,8.2.1,CCOC(C)=O.FC(F)(F)c1ccnc(-c2ccccc2Cl)c1.O=C(OO)c1cccc(Cl)c1>>FC(F)(F)c1cc(Cl)nc(-c2ccccc2Cl)c1
10.1.2,1.6.2,CCOC(=O)C(C)(C)Sc1cnc(N)s1.C[C@@H]1CC[C@@H](N(CCc2ccccc2)C(=O)Nc2ncc(SC(C)(C)C(=O)O)s2)CC1.Clc1cccc(CCBr)c1>>C[C@@H]1CC[C@@H](N(CCc2cccc(Cl)c2)C(=O)Nc2ncc(SC(C)(C)C(=O)O)s2)CC1
7.2.1,7.9.2,B.C1CCOC1.C1CCOC1.CCN(CC)CC.CCO.C[C@H](c1ccccc1)N1C[C@]2(NC(=O)OC(C)(C)C)CC[C@]2(F)C1=O>>C[C@H](c1ccccc1)N1C[C@]2(F)CC[C@@]2(NC(=O)OC(C)(C)C)C1
10.4.2,1.2.5,CC(C)=O.CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccc5c(c4)CN(C(C)C)C5)cc23)CC1>>CCC(C)N1Cc2ccc(-c3cc(C(N)=O)c4[nH]cc(C5CCN(S(=O)(=O)CC)CC5)c4c3)cc2C1
10.4.2,1.2.4,C=O.CN1CCN(c2nc3cc(Cl)c(N)cc3o2)CC1.O=CO>>CNc1cc2oc(N3CCN(C)CC3)nc2cc1Cl
10.4.2,7.2.1,CC1CC2CC=CCC2(N)c2ccccc21.CCOCC.Cl.[Al+3].[H-].[H-].[H-].[H-].[Li+]>>CNC12CC=CCC1CC(C)c1ccccc12.Cl
7.2.1,10.4.2,CC(=O)O.CCOC(=O)Cc1ccc(N2C(=O)c3c(c(OCC)c4ccccc4c3OCC)C2=O)cc1.[Zn]>>CCOC(=O)Cc1ccc(N2Cc3c(c(OCC)c4ccccc4c3OCC)C2=O)cc1
2.1.7,2.1.1,CCN(CC)CC.ClCCl.O=C([O-])O.O=[N+]([O-])c1ccc(N2CCNCC2)cc1.[Na+]>>CC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
10.4.2,6.2.2,CCCCCC.CCCc1nc2ccc(C(=O)c3ccccc3)cc2n1Cc1ccc(C(=O)OC)cc1.CCOC(C)=O>>CCCc1nc2ccc(C(=O)c3ccccc3)cc2n1Cc1ccc(C(=O)OCC)cc1
1.3.8,1.3.7,C1CCOC1.CCOC(=O)C(=CNC1CC1)C(=O)c1c(F)c(OC(F)F)c(F)c(F)c1[N+](=O)[O-].Cl.[H-].[Na+]>>CCOC(=O)c1cn(C2CC2)c2c(OC(F)F)c(F)c(F)c([N+](=O)[O-])c2c1=O
10.4.2,10.1.2,CCC(C)(O)[Si](C)(C1CC1)C1CC1.CCCC(=O)[SiH](C1CC1)C1CC1.[Li]CC>>CCC(O)(CC)[Si](C)(C1CC1)C1CC1
9.1.6,8.1.5,COc1cccc(C(Cl)c2cccc3ccccc23)c1.COc1cccc(C(O)c2ccc3ccccc3c2)c1>>COc1cccc(C(Cl)c2ccc3ccccc3c2)c1
1.3.8,10.4.2,CCOCC.COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1F.Cc1ccccc1N>>COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1Nc1ccccc1C
10.4.2,1.7.4,C=CC(=O)NC(C)(C)CS(=O)(=O)O.CO.O=S(=O)=O>>C=CC(=O)NC(C)(C)CS(=O)(=O)OC
1.2.4,10.4.2,C1CCOC1.COS(=O)(=O)OC.O=C1COc2cc(Br)cnc2N1>>CN1C(=O)COc2cc(Br)cnc21
1.3.6,1.3.7,C1CCNC1.C1COCCO1.Nc1ccc(S(=O)(=O)c2cc(Br)nc(Br)c2)cc1>>Nc1ccc(S(=O)(=O)c2cc(Br)nc(N3CCCC3)c2)cc1
10.1.1,10.1.5,BrBr.Cc1ccc(-c2ccccc2)c(F)c1.ClC(Cl)(Cl)Cl.[Br-].[Br-].[Br-]>>Fc1cc(CBr)ccc1-c1ccccc1
10.2.1,7.1.1,COc1ccc2c(c1)CCC(=O)N2.O.O=C(O)C(F)(F)F.O=N[O-].[Na+]>>COc1cc2c(cc1[N+](=O)[O-])NC(=O)CC2
1.3.8,2.1.7,CC(=O)N(C)C.CCOC(=O)c1cc(Cl)c(N2CCC(NC(=O)OC(C)(C)C)C2)c(F)c1F.NC1CC1>>CCOC(=O)c1cc(Cl)c(N2CCC(NC(=O)OC(C)(C)C)C2)c(F)c1NC1CC1
10.1.1,9.3.1,CCc1nc(N[C@@H]2c3ccccc3C[C@@H]2O)c(CC)nc1Br.Cc1cnc(C2CC2)c(N[C@@H]2c3ccccc3C[C@@H]2O)n1>>Cc1nc(N[C@@H]2c3ccccc3C[C@@H]2O)c(C2CC2)nc1Br
10.1.1,10.4.2,CC(C)C1CCC(=O)C(Br)C1.CCOC(=O)C1(c2ccccc2)CCC(=O)CC1>>CCOC(=O)C1(c2ccccc2)CCC(=O)C(Br)C1
1.6.8,1.7.9,CCCI.CCOC(=O)C[C@@H]1CCc2cc(OCCCNc3nc(Cl)ncc3C)ccc21.CN(C)C=O.[H-].[Na+]>>CCCN(CCCOc1ccc2c(c1)CC[C@H]2CC(=O)OCC)c1nc(Cl)ncc1C
1.2.4,10.4.2,C1CCC(NC2CCCCC2)CC1.C1CCOC1.CCCC(C)C.COC[C@H](NC(=O)OC(C)(C)C)C(=O)O.COS(=O)(=O)OC.Cl.O.[H-].[NH4+].[Na+].[OH-]>>COC[C@@H](C(=O)O)N(C)C(=O)OC(C)(C)C
10.4.2,1.7.7,CCOC(=O)COc1ccccc1C.Cc1ccc(C)c(O)c1>>CCOC(=O)COc1cc(C)ccc1C
10.4.2,1.7.9,CO.COc1ccc(O)c(C)c1C.Cc1c(O)ccc(O)c1C.Cc1cc(O)ccc1O.[Zn]>>COc1c(C)cc(O)c(C)c1C
10.4.2,6.1.5,CNc1ccc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](C)C2)cc1.Cc1cc(N)ccc1CN1CCN(C(=O)OC(C)(C)C)[C@@H](C)C1>>CNc1ccc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](C)C2)c(C)c1
1.7.6,6.2.2,CO.O=C(c1cccs1)c1cc2c(cc1O)C(C(=O)O)CC2.[Na+].[OH-]>>COC(=O)C1CCc2cc(C(=O)c3cccs3)c(O)cc21
10.2.1,7.1.1,CCOC(=O)Nc1cncc(Br)c1.O=S(=O)(O)O.[NH4+].[OH-]>>CCOC(=O)Nc1cc(Br)cnc1[N+](=O)[O-]
